,mmsi,latitude,longitude,speed,heading,course,rot,draught,geo_index,point
0,319085200,36.716892,-3.5190516,0.9,238.0,90.6,-28.0,,2366,POINT(-3.5190516 36.716892)
1,248218000,36.722233,-3.5264332,0.9,317.0,289.0,-27.0,,2366,POINT(-3.5264332 36.722233)
2,224051190,36.686832,-3.7888334,0.9,77.0,360.0,-127.0,,2366,POINT(-3.7888334 36.686832)
3,224222560,36.671,-3.5205116,0.9,36.0,360.0,-127.0,,2366,POINT(-3.5205116 36.671)
4,248218000,36.7232,-3.5245833,0.9,292.0,87.0,9.0,,2366,POINT(-3.5245833 36.7232)
5,225991416,36.69672,-3.51407,0.9,308.0,236.7,127.0,,2366,POINT(-3.51407 36.69672)
6,225991416,36.72019,-3.5240784,0.9,34.0,302.9,127.0,,2366,POINT(-3.5240784 36.72019)
7,224485000,36.69544,-3.5449984,0.9,137.0,338.0,20.0,,2366,POINT(-3.5449984 36.69544)
8,246474000,36.691284,-3.54755,0.9,266.0,297.0,-127.0,,2366,POINT(-3.54755 36.691284)
9,244830430,36.718815,-3.5182,0.9,333.0,316.0,-16.0,,2366,POINT(-3.5182 36.718815)
11,250006549,36.702206,-3.5130634,0.9,343.0,107.9,127.0,,2366,POINT(-3.5130634 36.702206)
12,224485000,36.719303,-3.51804,0.9,116.0,319.2,-16.0,,2366,POINT(-3.51804 36.719303)
13,224761000,36.72338,-3.5240467,0.9,290.0,250.2,0.0,,2366,POINT(-3.5240467 36.72338)
14,232021171,36.71596,-3.5189366,0.9,130.0,70.0,0.0,,2366,POINT(-3.5189366 36.71596)
15,246203000,36.62954,-3.4677083,0.9,273.0,267.6,0.0,,2366,POINT(-3.4677083 36.62954)
16,248785000,36.681973,-3.6015732,0.9,235.0,251.3,0.0,,2366,POINT(-3.6015732 36.681973)
17,538007691,36.678394,-3.506075,0.9,349.0,31.4,0.0,,2366,POINT(-3.506075 36.678394)
18,224637000,36.722157,-3.525175,0.9,271.0,59.7,0.0,,2366,POINT(-3.525175 36.722157)
19,224485000,36.723816,-3.52491,0.0,292.0,74.7,13.0,,2366,POINT(-3.52491 36.723816)
20,224485000,36.723827,-3.5248833,0.0,292.0,74.7,7.0,,2366,POINT(-3.5248833 36.723827)
21,256717000,36.706,-3.5216668,0.0,105.0,153.0,-8.0,,2366,POINT(-3.5216668 36.706)
22,224485000,36.721775,-3.5290434,0.0,128.0,219.5,7.0,,2366,POINT(-3.5290434 36.721775)
23,224485000,36.72381,-3.524905,0.0,292.0,74.7,-9.0,,2366,POINT(-3.524905 36.72381)
24,224485000,36.723804,-3.5249484,0.0,292.0,74.7,12.0,,2366,POINT(-3.5249484 36.723804)
25,256717000,36.705997,-3.5217984,0.0,111.0,208.9,-8.0,,2366,POINT(-3.5217984 36.705997)
26,224145000,36.721863,-3.52357,0.0,206.0,308.8,127.0,,2366,POINT(-3.52357 36.721863)
27,256717000,36.706,-3.5215,0.0,116.0,54.0,-9.0,,2366,POINT(-3.5215 36.706)
28,224485000,36.72381,-3.5249784,0.0,292.0,74.7,5.0,,2366,POINT(-3.5249784 36.72381)
29,256717000,36.705833,-3.5211666,0.0,124.0,54.0,13.0,,2366,POINT(-3.5211666 36.705833)
30,224485000,36.72377,-3.52488,0.0,292.0,74.7,-13.0,,2366,POINT(-3.52488 36.72377)
31,224485000,36.721817,-3.529045,0.0,128.0,219.5,5.0,,2366,POINT(-3.529045 36.721817)
32,224485000,36.7239,-3.5248733,0.0,292.0,74.7,-9.0,,2366,POINT(-3.5248733 36.7239)
33,224145000,36.721893,-3.5235584,0.0,207.0,343.3,-127.0,,2366,POINT(-3.5235584 36.721893)
35,224485000,36.72378,-3.52492,0.0,291.0,74.7,-7.0,,2366,POINT(-3.52492 36.72378)
36,209106000,36.7236,-3.5245233,0.0,297.0,207.2,-1.0,,2366,POINT(-3.5245233 36.7236)
37,256717000,36.706165,-3.5216668,0.0,116.0,12.0,-5.0,,2366,POINT(-3.5216668 36.706165)
39,224485000,36.723694,-3.5248983,0.0,290.0,74.6,-6.0,,2366,POINT(-3.5248983 36.723694)
41,224145000,36.72185,-3.5235784,0.0,207.0,333.2,127.0,,2366,POINT(-3.5235784 36.72185)
42,256717000,36.706665,-3.521,0.0,161.0,172.0,7.0,,2366,POINT(-3.521 36.706665)
43,244820165,36.703316,-3.5204,0.0,285.0,285.0,-5.0,,2366,POINT(-3.5204 36.703316)
44,244820165,36.702915,-3.52305,0.0,65.0,65.0,-5.0,,2366,POINT(-3.52305 36.702915)
45,256717000,36.706165,-3.52,0.0,246.0,156.0,-16.0,,2366,POINT(-3.52 36.706165)
46,256717000,36.706,-3.52,0.0,239.0,229.0,-13.0,,2366,POINT(-3.52 36.706)
47,244820165,36.704285,-3.5229332,0.0,151.0,151.0,-5.0,,2366,POINT(-3.5229332 36.704285)
48,244820165,36.703682,-3.52045,0.0,252.0,252.0,5.0,,2366,POINT(-3.52045 36.703682)
49,244820165,36.703682,-3.5204666,0.0,262.0,262.0,-5.0,,2366,POINT(-3.5204666 36.703682)
50,244820165,36.704456,-3.5222332,0.0,186.0,186.0,1.0,,2366,POINT(-3.5222332 36.704456)
51,212690000,36.72154,-3.5285683,0.0,133.0,133.4,-3.0,,2366,POINT(-3.5285683 36.72154)
52,212690000,36.721527,-3.5285666,0.0,133.0,133.6,4.0,,2366,POINT(-3.5285666 36.721527)
53,244820165,36.704273,-3.52125,0.0,216.0,216.0,1.0,,2366,POINT(-3.52125 36.704273)
54,244820165,36.70369,-3.52045,0.0,252.0,252.0,1.0,,2366,POINT(-3.52045 36.70369)
55,235070715,36.704666,-3.5218334,0.0,112.0,132.0,8.0,,2366,POINT(-3.5218334 36.704666)
56,224485000,36.72088,-3.5240433,0.0,29.0,269.1,7.0,,2366,POINT(-3.5240433 36.72088)
57,224485000,36.720913,-3.52399,0.0,29.0,269.1,-7.0,,2366,POINT(-3.52399 36.720913)
58,256717000,36.705334,-3.5208333,0.0,328.0,246.0,-8.0,,2366,POINT(-3.5208333 36.705334)
60,244820165,36.7042,-3.5230834,0.0,133.0,133.0,-5.0,,2366,POINT(-3.5230834 36.7042)
61,244820165,36.70374,-3.52045,0.0,251.0,250.9,1.0,,2366,POINT(-3.52045 36.70374)
62,235070715,36.703335,-3.5193334,0.0,277.0,57.0,12.0,,2366,POINT(-3.5193334 36.703335)
64,209106000,36.723614,-3.5245283,0.0,292.0,242.4,-11.0,,2366,POINT(-3.5245283 36.723614)
65,244820165,36.703217,-3.5205667,0.0,278.0,278.0,-7.0,,2366,POINT(-3.5205667 36.703217)
66,246594000,36.709057,-3.523235,0.0,194.0,21.2,-127.0,,2366,POINT(-3.523235 36.709057)
67,224485000,36.72089,-3.5239484,0.0,29.0,50.7,-8.0,,2366,POINT(-3.5239484 36.72089)
68,224485000,36.72085,-3.5239916,0.0,29.0,269.1,7.0,,2366,POINT(-3.5239916 36.72085)
69,224485000,36.72087,-3.5239367,0.0,29.0,269.1,-8.0,,2366,POINT(-3.5239367 36.72087)
70,224485000,36.720875,-3.523945,0.0,29.0,50.7,-5.0,,2366,POINT(-3.523945 36.720875)
71,224485000,36.720844,-3.5240033,0.0,29.0,269.1,13.0,,2366,POINT(-3.5240033 36.720844)
72,224485000,36.7209,-3.524015,0.0,29.0,269.1,7.0,,2366,POINT(-3.524015 36.7209)
73,224485000,36.720818,-3.5239816,0.0,29.0,50.7,-9.0,,2366,POINT(-3.5239816 36.720818)
74,224485000,36.72089,-3.52401,0.0,29.0,50.7,8.0,,2366,POINT(-3.52401 36.72089)
75,477866400,36.718994,-3.515825,0.0,297.0,235.4,-2.0,,2366,POINT(-3.515825 36.718994)
76,477866400,36.718987,-3.51583,0.0,297.0,239.1,1.0,,2366,POINT(-3.51583 36.718987)
77,244830430,36.702682,-3.52925,0.0,53.0,225.6,5.0,,2366,POINT(-3.52925 36.702682)
78,244830430,36.702717,-3.52905,0.0,116.0,2.7,5.0,,2366,POINT(-3.52905 36.702717)
79,244830430,36.702568,-3.5294,0.0,95.0,163.7,5.0,,2366,POINT(-3.5294 36.702568)
80,224485000,36.720848,-3.524005,0.0,29.0,269.1,-11.0,,2366,POINT(-3.524005 36.720848)
81,224485000,36.720825,-3.5239866,0.0,29.0,269.1,9.0,,2366,POINT(-3.5239866 36.720825)
82,224485000,36.720867,-3.5239267,0.0,29.0,269.1,7.0,,2366,POINT(-3.5239267 36.720867)
83,224485000,36.72087,-3.5240016,0.0,29.0,269.1,5.0,,2366,POINT(-3.5240016 36.72087)
84,224485000,36.720898,-3.52399,0.0,29.0,50.7,7.0,,2366,POINT(-3.52399 36.720898)
86,477866400,36.718967,-3.5158334,0.0,297.0,207.7,2.0,,2366,POINT(-3.5158334 36.718967)
87,244830430,36.702732,-3.5292168,0.0,40.0,114.9,5.0,,2366,POINT(-3.5292168 36.702732)
88,224485000,36.720833,-3.5239568,0.0,29.0,269.1,-11.0,,2366,POINT(-3.5239568 36.720833)
90,224485000,36.7208,-3.5240967,0.0,29.0,269.1,5.0,,2366,POINT(-3.5240967 36.7208)
91,224485000,36.72086,-3.5240266,0.0,29.0,50.7,-7.0,,2366,POINT(-3.5240266 36.72086)
92,224485000,36.72085,-3.5239317,0.0,29.0,269.1,5.0,,2366,POINT(-3.5239317 36.72085)
93,224145000,36.721825,-3.5235484,0.0,206.0,244.3,127.0,,2366,POINT(-3.5235484 36.721825)
94,244830430,36.70265,-3.5294333,0.0,130.0,156.5,-5.0,,2366,POINT(-3.5294333 36.70265)
95,244830430,36.7024,-3.5292332,0.0,48.0,213.9,-5.0,,2366,POINT(-3.5292332 36.7024)
96,224485000,36.72083,-3.5241234,0.0,29.0,50.7,7.0,,2366,POINT(-3.5241234 36.72083)
97,224485000,36.720882,-3.52397,0.0,29.0,269.1,-12.0,,2366,POINT(-3.52397 36.720882)
98,224485000,36.720886,-3.5240183,0.0,29.0,50.7,7.0,,2366,POINT(-3.5240183 36.720886)
99,224485000,36.72083,-3.523975,0.0,29.0,50.7,-7.0,,2366,POINT(-3.523975 36.72083)
100,246456000,36.702785,-3.5242567,0.0,296.0,150.4,9.0,,2366,POINT(-3.5242567 36.702785)
101,224646000,36.721992,-3.5234,0.0,212.0,195.2,-1.0,,2366,POINT(-3.5234 36.721992)
102,224646000,36.722008,-3.52339,0.0,212.0,172.8,2.0,,2366,POINT(-3.52339 36.722008)
103,246456000,36.703266,-3.523895,0.0,274.0,3.0,4.0,,2366,POINT(-3.523895 36.703266)
104,246456000,36.702293,-3.52714,0.0,36.0,174.4,4.0,,2366,POINT(-3.52714 36.702293)
105,244830430,36.70252,-3.52945,0.0,59.0,0.3,-5.0,,2366,POINT(-3.52945 36.70252)
106,314036000,36.705864,-3.5220866,0.0,106.0,360.0,2.0,,2366,POINT(-3.5220866 36.705864)
107,246456000,36.704777,-3.5256734,0.0,186.0,127.4,-4.0,,2366,POINT(-3.5256734 36.704777)
108,246456000,36.702225,-3.52629,0.0,9.0,94.3,6.0,,2366,POINT(-3.52629 36.702225)
109,246456000,36.704067,-3.5239832,0.0,235.0,9.9,7.0,,2366,POINT(-3.5239832 36.704067)
110,246456000,36.702274,-3.5262434,0.0,2.0,136.5,-3.0,,2366,POINT(-3.5262434 36.702274)
111,246456000,36.704227,-3.523315,0.0,236.0,332.9,-1.0,,2366,POINT(-3.523315 36.704227)
112,247109500,36.705833,-3.5276666,0.0,274.0,281.0,1.0,,2366,POINT(-3.5276666 36.705833)
113,314036000,36.706757,-3.5213366,0.0,165.0,360.0,9.0,,2366,POINT(-3.5213366 36.706757)
114,314036000,36.705956,-3.5221417,0.0,116.0,360.0,-5.0,,2366,POINT(-3.5221417 36.705956)
115,224485000,36.71834,-3.5148318,0.0,321.0,192.7,12.0,,2366,POINT(-3.5148318 36.71834)
116,246456000,36.704952,-3.5265033,0.0,167.0,161.1,6.0,,2366,POINT(-3.5265033 36.704952)
117,246456000,36.70193,-3.5261467,0.0,6.0,304.0,6.0,,2366,POINT(-3.5261467 36.70193)
118,246456000,36.702972,-3.5241966,0.0,290.0,150.4,-8.0,,2366,POINT(-3.5241966 36.702972)
119,212690000,36.70823,-3.5242,0.0,163.0,163.9,11.0,,2366,POINT(-3.5242 36.70823)
120,246456000,36.70297,-3.5242767,0.0,291.0,150.4,3.0,,2366,POINT(-3.5242767 36.70297)
121,246456000,36.705017,-3.5262318,0.0,170.0,266.3,-6.0,,2366,POINT(-3.5262318 36.705017)
122,246456000,36.704285,-3.5233417,0.0,237.0,332.9,10.0,,2366,POINT(-3.5233417 36.704285)
123,225322000,36.676144,-3.7251017,0.0,217.0,0.1,8.0,,2366,POINT(-3.7251017 36.676144)
124,224485000,36.720936,-3.5239434,0.0,29.0,152.4,8.0,,2366,POINT(-3.5239434 36.720936)
125,224646000,36.722008,-3.523385,0.0,212.0,312.1,-2.0,,2366,POINT(-3.523385 36.722008)
126,224485000,36.720825,-3.5239067,0.0,29.0,234.9,-9.0,,2366,POINT(-3.5239067 36.720825)
127,212690000,36.708057,-3.5247216,0.0,132.0,132.5,11.0,,2366,POINT(-3.5247216 36.708057)
128,271047982,36.706196,-3.5242834,0.0,94.0,350.8,8.0,,2366,POINT(-3.5242834 36.706196)
129,246456000,36.70501,-3.5265918,0.0,159.0,161.1,2.0,,2366,POINT(-3.5265918 36.70501)
130,246456000,36.702423,-3.5262632,0.0,11.0,94.3,5.0,,2366,POINT(-3.5262632 36.702423)
131,246456000,36.70335,-3.522925,0.0,266.0,90.8,-12.0,,2366,POINT(-3.522925 36.70335)
132,246466000,36.706203,-3.52454,0.0,274.0,343.0,-1.0,,2366,POINT(-3.52454 36.706203)
133,212690000,36.70767,-3.5249016,0.0,110.0,110.3,11.0,,2366,POINT(-3.5249016 36.70767)
134,212690000,36.70747,-3.5249784,0.0,99.0,99.1,4.0,,2366,POINT(-3.5249784 36.70747)
135,212690000,36.72287,-3.5291183,0.0,187.0,187.6,3.0,,2366,POINT(-3.5291183 36.72287)
136,209106000,36.723625,-3.5245383,0.0,297.0,340.9,-1.0,,2366,POINT(-3.5245383 36.723625)
137,224646000,36.721985,-3.52341,0.0,212.0,172.2,-2.0,,2366,POINT(-3.52341 36.721985)
138,246466000,36.70588,-3.5245032,0.0,291.0,30.9,7.0,,2366,POINT(-3.5245032 36.70588)
139,246466000,36.706642,-3.5246766,0.0,257.0,25.8,3.0,,2366,POINT(-3.5246766 36.706642)
140,212690000,36.72287,-3.5291233,0.0,187.0,187.8,-6.0,,2366,POINT(-3.5291233 36.72287)
141,212690000,36.722,-3.52904,0.0,131.0,131.1,-7.0,,2366,POINT(-3.52904 36.722)
142,246466000,36.705128,-3.52459,0.0,283.0,188.2,4.0,,2366,POINT(-3.52459 36.705128)
143,211321340,36.732468,-3.7453916,0.0,0.0,222.2,,,2366,POINT(-3.7453916 36.732468)
144,232016781,36.723392,-3.52822,0.0,105.0,360.0,,,2366,POINT(-3.52822 36.723392)
145,211321340,36.72368,-3.5266733,0.0,0.0,294.3,,,2366,POINT(-3.5266733 36.72368)
146,211321340,36.732643,-3.74535,0.0,0.0,47.3,,,2366,POINT(-3.74535 36.732643)
147,205245470,36.72855,-3.7394266,0.0,85.0,360.0,,,2366,POINT(-3.7394266 36.72855)
148,316044536,36.7236,-3.5269983,0.0,199.0,359.9,,,2366,POINT(-3.5269983 36.7236)
149,232016781,36.7234,-3.5282617,0.0,110.0,360.0,,,2366,POINT(-3.5282617 36.7234)
150,232016781,36.723373,-3.528265,0.0,104.0,360.0,,,2366,POINT(-3.528265 36.723373)
151,538071539,36.72363,-3.5271134,0.0,41.0,360.0,,,2366,POINT(-3.5271134 36.72363)
152,538071539,36.723614,-3.527085,0.0,31.0,205.2,,,2366,POINT(-3.527085 36.723614)
153,538071539,36.72361,-3.52706,0.0,29.0,205.2,,,2366,POINT(-3.52706 36.72361)
154,538071539,36.72362,-3.52708,0.0,31.0,205.2,,,2366,POINT(-3.52708 36.72362)
155,538071539,36.723625,-3.5271134,0.0,38.0,360.0,,,2366,POINT(-3.5271134 36.723625)
156,538071539,36.72361,-3.52708,0.0,30.0,5.7,,,2366,POINT(-3.52708 36.72361)
157,228044790,36.72367,-3.52674,0.0,207.0,360.0,,,2366,POINT(-3.52674 36.72367)
158,538071539,36.723602,-3.52707,0.0,31.0,205.2,,,2366,POINT(-3.52707 36.723602)
159,538071539,36.723625,-3.527065,0.0,30.0,320.2,,,2366,POINT(-3.527065 36.723625)
160,503132160,36.725815,-3.73813,0.0,23.0,360.0,,,2366,POINT(-3.73813 36.725815)
161,538071539,36.723625,-3.5270684,0.0,31.0,205.2,,,2366,POINT(-3.5270684 36.723625)
162,538071539,36.72359,-3.527075,0.0,31.0,5.7,,,2366,POINT(-3.527075 36.72359)
163,538071539,36.723625,-3.5270784,0.0,31.0,348.1,,,2366,POINT(-3.5270784 36.723625)
164,538071539,36.723614,-3.5271218,0.0,39.0,360.0,,,2366,POINT(-3.5271218 36.723614)
166,225991733,36.72336,-3.5288866,0.0,286.0,360.0,,,2366,POINT(-3.5288866 36.72336)
167,211321340,36.70617,-3.40225,0.0,0.0,23.1,,,2366,POINT(-3.40225 36.70617)
168,211321340,36.70618,-3.4023483,0.0,0.0,180.0,,,2366,POINT(-3.4023483 36.70618)
169,211321340,36.72365,-3.5266967,0.0,0.0,355.2,,,2366,POINT(-3.5266967 36.72365)
170,211321340,36.72369,-3.5266483,0.0,0.0,30.9,,,2366,POINT(-3.5266483 36.72369)
171,211321340,36.723698,-3.5266767,0.0,0.0,246.6,,,2366,POINT(-3.5266767 36.723698)
172,225989284,36.726475,-3.7382517,0.0,243.0,360.0,,,2366,POINT(-3.7382517 36.726475)
173,244620158,36.72377,-3.5263317,0.0,206.0,293.2,,,2366,POINT(-3.5263317 36.72377)
174,244620158,36.723766,-3.5263417,0.0,206.0,171.5,,,2366,POINT(-3.5263417 36.723766)
175,228122130,36.723667,-3.5265217,0.0,195.0,360.0,,,2366,POINT(-3.5265217 36.723667)
176,244620158,36.723766,-3.526355,0.0,204.0,260.8,,,2366,POINT(-3.526355 36.723766)
177,211321340,36.723686,-3.5266867,0.0,0.0,206.3,,,2366,POINT(-3.5266867 36.723686)
178,228122130,36.72365,-3.52655,0.0,195.0,360.0,,,2366,POINT(-3.52655 36.72365)
179,269116270,36.723698,-3.5263784,0.0,24.0,6.1,,,2366,POINT(-3.5263784 36.723698)
180,228122130,36.723606,-3.5265584,0.0,194.0,360.0,,,2366,POINT(-3.5265584 36.723606)
181,244620158,36.723766,-3.5263467,0.0,204.0,260.8,,,2366,POINT(-3.5263467 36.723766)
182,232015308,36.7274,-3.7387533,0.0,16.0,16.6,,,2366,POINT(-3.7387533 36.7274)
183,228122130,36.72364,-3.52659,0.0,194.0,360.0,,,2366,POINT(-3.52659 36.72364)
184,211321340,36.706112,-3.4022017,0.0,0.0,354.5,,,2366,POINT(-3.4022017 36.706112)
185,211321340,36.70614,-3.4024284,0.0,0.0,231.8,,,2366,POINT(-3.4024284 36.70614)
186,244620158,36.723766,-3.5263383,0.0,203.0,183.1,,,2366,POINT(-3.5263383 36.723766)
187,228122130,36.723663,-3.5265617,0.0,195.0,360.0,,,2366,POINT(-3.5265617 36.723663)
188,228122130,36.72367,-3.5265667,0.0,194.0,360.0,,,2366,POINT(-3.5265667 36.72367)
189,228122130,36.72363,-3.5265267,0.0,194.0,360.0,,,2366,POINT(-3.5265267 36.72363)
190,219025607,36.72227,-3.7269166,0.0,0.0,0.0,,,2366,POINT(-3.7269166 36.72227)
191,219025607,36.722607,-3.7269616,0.0,0.0,0.0,,,2366,POINT(-3.7269616 36.722607)
192,211321340,36.706146,-3.4024932,0.0,0.0,323.4,,,2366,POINT(-3.4024932 36.706146)
193,228122130,36.723648,-3.52654,0.0,195.0,360.0,,,2366,POINT(-3.52654 36.723648)
194,211321340,36.706158,-3.4022484,0.0,0.0,318.6,,,2366,POINT(-3.4022484 36.706158)
196,244620158,36.72377,-3.52634,0.0,202.0,127.4,,,2366,POINT(-3.52634 36.72377)
197,244620158,36.723763,-3.5263484,0.0,204.0,146.8,,,2366,POINT(-3.5263484 36.723763)
198,503132160,36.728943,-3.7405317,0.0,175.0,360.0,,,2366,POINT(-3.7405317 36.728943)
199,219025607,36.72223,-3.7268984,0.0,0.0,0.0,,,2366,POINT(-3.7268984 36.72223)
200,244620158,36.72377,-3.526355,0.0,204.0,301.0,,,2366,POINT(-3.526355 36.72377)
201,219025607,36.722515,-3.7267482,0.0,0.0,0.0,,,2366,POINT(-3.7267482 36.722515)
202,219025607,36.7226,-3.7270384,0.0,0.0,0.0,,,2366,POINT(-3.7270384 36.7226)
203,219025607,36.722424,-3.7268784,0.0,0.0,0.0,,,2366,POINT(-3.7268784 36.722424)
204,224145000,36.721855,-3.5235517,0.0,207.0,359.5,0.0,,2366,POINT(-3.5235517 36.721855)
205,232021171,36.71577,-3.5191,0.0,130.0,180.1,0.0,,2366,POINT(-3.5191 36.71577)
206,248786000,36.723446,-3.5241234,0.0,117.0,337.2,0.0,,2366,POINT(-3.5241234 36.723446)
207,224145000,36.723446,-3.52414,0.0,292.0,250.3,0.0,,2366,POINT(-3.52414 36.723446)
208,248786000,36.723404,-3.5240266,0.0,117.0,157.8,0.0,,2366,POINT(-3.5240266 36.723404)
209,248786000,36.72345,-3.5241218,0.0,117.0,300.1,0.0,,2366,POINT(-3.5241218 36.72345)
210,271046574,36.721294,-3.528315,0.0,135.0,115.9,0.0,,2366,POINT(-3.528315 36.721294)
211,224145000,36.72344,-3.5241466,0.0,292.0,295.2,0.0,,2366,POINT(-3.5241466 36.72344)
212,224145000,36.721844,-3.523595,0.0,207.0,223.3,0.0,,2366,POINT(-3.523595 36.721844)
213,225991416,36.7208,-3.5226867,0.0,297.0,0.0,0.0,,2366,POINT(-3.5226867 36.7208)
214,271046574,36.721294,-3.5283134,0.0,134.0,216.7,0.0,,2366,POINT(-3.5283134 36.721294)
215,271046574,36.721302,-3.528315,0.0,135.0,313.7,0.0,,2366,POINT(-3.528315 36.721302)
216,210688000,36.704216,-3.5250666,0.0,335.0,181.0,0.0,,2366,POINT(-3.5250666 36.704216)
217,232021171,36.71578,-3.519095,0.0,130.0,186.4,0.0,,2366,POINT(-3.519095 36.71578)
218,224584000,36.707584,-3.5189,0.0,304.0,107.0,0.0,,2366,POINT(-3.5189 36.707584)
219,374130000,36.71908,-3.515965,0.0,304.0,33.0,0.0,,2366,POINT(-3.515965 36.71908)
220,374130000,36.71919,-3.5160816,0.0,282.0,183.0,0.0,,2366,POINT(-3.5160816 36.71919)
221,215121000,36.733757,-3.7500618,0.0,112.0,58.7,0.0,,2366,POINT(-3.7500618 36.733757)
222,224145000,36.721844,-3.523565,0.0,207.0,328.7,0.0,,2366,POINT(-3.523565 36.721844)
224,375494000,36.72271,-3.5292332,0.0,187.0,104.1,0.0,,2366,POINT(-3.5292332 36.72271)
225,215045000,36.7169,-3.51503,0.0,30.0,239.5,0.0,,2366,POINT(-3.51503 36.7169)
226,271046574,36.721294,-3.5283067,0.0,135.0,198.3,0.0,,2366,POINT(-3.5283067 36.721294)
228,224145000,36.72343,-3.52415,0.0,291.0,215.1,0.0,,2366,POINT(-3.52415 36.72343)
229,374130000,36.719093,-3.5159,0.0,306.0,220.0,0.0,,2366,POINT(-3.5159 36.719093)
230,215045000,36.71695,-3.515025,0.0,30.0,141.6,0.0,,2366,POINT(-3.515025 36.71695)
231,371193000,36.70721,-3.5267134,0.0,128.0,225.3,0.0,,2366,POINT(-3.5267134 36.70721)
232,371193000,36.707947,-3.5245132,0.0,202.0,110.4,0.0,,2366,POINT(-3.5245132 36.707947)
233,224025000,36.71771,-3.5143483,0.0,212.0,36.5,0.0,,2366,POINT(-3.5143483 36.71771)
234,374130000,36.719223,-3.516075,0.0,296.0,319.0,0.0,,2366,POINT(-3.516075 36.719223)
235,374130000,36.719105,-3.5159183,0.0,307.0,281.0,0.0,,2366,POINT(-3.5159183 36.719105)
236,232021171,36.715786,-3.519105,0.0,130.0,175.4,0.0,,2366,POINT(-3.519105 36.715786)
237,224145000,36.721832,-3.5235717,0.0,207.0,324.7,0.0,,2366,POINT(-3.5235717 36.721832)
238,375494000,36.722713,-3.529235,0.0,186.0,79.8,0.0,,2366,POINT(-3.529235 36.722713)
239,215045000,36.716915,-3.515025,0.0,29.0,239.5,0.0,,2366,POINT(-3.515025 36.716915)
240,248786000,36.723434,-3.52413,0.0,117.0,347.2,0.0,,2366,POINT(-3.52413 36.723434)
241,374130000,36.719116,-3.51592,0.0,289.0,329.0,0.0,,2366,POINT(-3.51592 36.719116)
242,225991416,36.72077,-3.5226784,0.0,302.0,0.0,0.0,,2366,POINT(-3.5226784 36.72077)
243,232021171,36.71578,-3.5191417,0.0,130.0,159.4,0.0,,2366,POINT(-3.5191417 36.71578)
244,224145000,36.72344,-3.5241168,0.0,292.0,253.8,0.0,,2366,POINT(-3.5241168 36.72344)
245,374130000,36.719193,-3.5160832,0.0,281.0,43.0,0.0,,2366,POINT(-3.5160832 36.719193)
246,215121000,36.733498,-3.7499683,0.0,56.0,58.7,0.0,,2366,POINT(-3.7499683 36.733498)
247,232021171,36.71577,-3.519135,0.0,130.0,163.3,0.0,,2366,POINT(-3.519135 36.71577)
248,224145000,36.72182,-3.5235584,0.0,207.0,285.5,0.0,,2366,POINT(-3.5235584 36.72182)
249,224584000,36.708015,-3.5181167,0.0,274.0,163.0,0.0,,2366,POINT(-3.5181167 36.708015)
250,224025000,36.717705,-3.5143466,0.0,212.0,36.5,0.0,,2366,POINT(-3.5143466 36.717705)
251,224145000,36.723442,-3.5241632,0.0,292.0,306.5,0.0,,2366,POINT(-3.5241632 36.723442)
252,248786000,36.723488,-3.5241432,0.0,117.0,235.5,0.0,,2366,POINT(-3.5241432 36.723488)
253,210688000,36.7051,-3.52495,0.0,235.0,43.0,0.0,,2366,POINT(-3.52495 36.7051)
254,224145000,36.72345,-3.524155,0.0,292.0,324.5,0.0,,2366,POINT(-3.524155 36.72345)
255,210688000,36.70558,-3.5254667,0.0,197.0,5.0,0.0,,2366,POINT(-3.5254667 36.70558)
257,210688000,36.705467,-3.5235167,0.0,234.0,311.0,0.0,,2366,POINT(-3.5235167 36.705467)
258,224584000,36.706966,-3.5189166,0.0,320.0,20.0,0.0,,2366,POINT(-3.5189166 36.706966)
259,248786000,36.72344,-3.524095,0.0,117.0,159.7,0.0,,2366,POINT(-3.524095 36.72344)
260,248786000,36.723415,-3.5241168,0.0,117.0,282.0,0.0,,2366,POINT(-3.5241168 36.723415)
261,224761000,36.723362,-3.5239367,0.0,296.0,111.1,0.0,,2366,POINT(-3.5239367 36.723362)
262,224025000,36.716938,-3.5148983,0.0,32.0,40.9,0.0,,2366,POINT(-3.5148983 36.716938)
263,246594000,36.708427,-3.5218418,0.0,266.0,328.2,0.0,,2366,POINT(-3.5218418 36.708427)
264,305181000,36.706253,-3.534035,0.0,59.0,208.8,0.0,,2366,POINT(-3.534035 36.706253)
265,305181000,36.706608,-3.5340767,0.0,94.0,247.3,0.0,,2366,POINT(-3.5340767 36.706608)
266,215054000,36.703533,-3.5236833,0.0,280.0,359.0,0.0,,2366,POINT(-3.5236833 36.703533)
267,215054000,36.70275,-3.5237334,0.0,308.0,198.0,0.0,,2366,POINT(-3.5237334 36.70275)
268,225991416,36.7208,-3.5226834,0.0,297.0,207.8,0.0,,2366,POINT(-3.5226834 36.7208)
269,215045000,36.716953,-3.5150084,0.0,30.0,221.6,0.0,,2366,POINT(-3.5150084 36.716953)
270,212690000,36.72155,-3.5285883,0.0,132.0,132.7,0.0,,2366,POINT(-3.5285883 36.72155)
271,314548000,36.72278,-3.52917,0.0,189.0,346.6,0.0,,2366,POINT(-3.52917 36.72278)
